OBJECTID,Date,Latitude,Longitude,Oceans,Regions,Location,Microplastics Measurement (density),Unit,Density Range,Concentration Class,Sampling Method,Organization
13906,3/16/2018,2.907114,-48.846053,Atlantic Ocean,north atlantic ocean,Other,2694.333333,pieces/m3,10,Very High,Aluminum bucket,"Federal University of Pará, Brazil"
6799,11/3/2004,19.96,-146.64,Pacific Ocean,north pacific ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
9521,12/5/2014,16.3191,-35.8907,Atlantic Ocean,north atlantic ocean,Other,0.051,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
8161,5/13/2011,28.72,-140.03,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
15821,2/14/2019,29.754,-95.0707,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
17181,11/26/2019,29.2289,-94.8924,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
15266,4/14/2018,20.480567,-97.006983,Atlantic Ocean,gulf of mexico,caribbean sea,3526.093089,pieces/m3,500-30000,Medium,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
7606,11/3/2008,20.27,-156.47,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
18140,4/19/2020,27.6045,-97.2082,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
10480,8/4/2009,32.3786,-121.2014,Pacific Ocean,north pacific ocean,Other,0.061,pieces/m3,0.005-1,Medium,Manta net,Scripps Institution of Oceanography-University of California San Diego
2565,8/17/1989,43.09,-67.49,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8287,10/23/2011,23.52,-141.63,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
17819,2/8/2020,29.5965,-94.987,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
19949,9/19/2021,27.6192,-97.2006,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
19734,6/30/2021,43.2224,-79.0488,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
14204,10/20/2018,56.014333,-4.882833,Atlantic Ocean,inner seas off the west coast of scotland,Other,0.110781,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
8393,2/21/2012,18.97,-143.47,Pacific Ocean,north pacific ocean,Other,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
12395,7/16/2019,31.81,-141.13,Pacific Ocean,north pacific ocean,Other,51.0782,pieces/m3,10,Very High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
19628,6/5/2021,34.412,-119.6871,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
2863,5/17/1992,41.32,-66.1,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6352,7/11/2002,57.46,-133.77,Pacific Ocean,coastal waters of southeast alaska and british columbia,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7712,3/9/2009,16.36,-159.94,Pacific Ocean,north pacific ocean,Other,0.016196,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
75,12/25/1989,16.48,-76.0,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
1054,12/15/1995,11.52,-63.1,Atlantic Ocean,caribbean sea,caribbean sea,0.001348,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
16245,4/28/2019,27.6061,-97.2069,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
12970,11/12/2020,32.849874,-37.954877,Atlantic Ocean,north atlantic ocean,Other,1.018862,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
14330,1/18/2020,56.488833,-2.5005,Atlantic Ocean,north sea,Other,0.071016,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
14885,5/18/2017,57.3045,-10.3825,Atlantic Ocean,north atlantic ocean,Other,40.160643,pieces kg-1 d.w.,20-150,Medium,Megacorer,"Scottish Marine Institute, Scotland, United Kingdom"
12521,8/4/2015,29.999073,-136.0735,Pacific Ocean,north pacific ocean,Other,5.222847,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
17204,12/1/2019,29.2762,-94.8074,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
1884,10/21/2000,36.78,-65.62,Atlantic Ocean,north atlantic ocean,Other,0.0096,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
11161,7/23/2014,37.8461,23.4112,Atlantic Ocean,mediterranean sea,Other,6.627025,pieces/m3,1-10,High,Manta net,Sorbonne Universités
13268,4/24/2016,-30.096667,-80.845833,Pacific Ocean,south pacific ocean,galápagos,0.008553,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
5608,4/14/2006,16.63,-81.39,Atlantic Ocean,caribbean sea,caribbean sea,0.013148,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
1692,11/9/1999,14.2,-60.58,Atlantic Ocean,caribbean sea,caribbean sea,0.0048,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
19013,1/31/2021,30.1403,-81.3501,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
3607,5/24/1996,34.65,-65.63,Atlantic Ocean,north atlantic ocean,Other,0.070496,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
9329,12/14/2014,14.3437,-59.3388,Atlantic Ocean,north atlantic ocean,Other,0.016,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
16989,9/29/2019,29.653,-95.0091,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,200,Very High,Hand picking,University of Texas Marine Science Institute
17075,11/19/2019,29.2547,-94.8465,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
18692,11/19/2019,27.8207,-97.0602,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
15715,1/16/2019,27.6662,-97.3211,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
15629,12/4/2018,26.1561,-97.1709,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
11032,4/23/2014,32.903333,35.071,Atlantic Ocean,mediterranean sea,Other,0.47138,pieces/m3,0.005-1,Medium,Manta net,"University of Haifa, Israel"
1990,2/25/2001,17.84,-76.07,Atlantic Ocean,caribbean sea,caribbean sea,0.00648,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
9650,8/6/2015,11.2572,-85.8775,Pacific Ocean,north pacific ocean,Other,0.002,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
16331,5/18/2019,29.2327,-94.8861,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
12947,9/18/2015,26.8175,-130.12895,Pacific Ocean,north pacific ocean,Other,0.6541,pieces/m3,0.005-1,Medium,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
18990,1/21/2021,29.6006,-85.0437,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
19757,7/15/2021,30.3204,-86.1433,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
17630,1/3/2020,29.6547,-95.0082,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
21117,5/2/2022,29.2158,-94.9147,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
20607,2/8/2022,33.7109,-118.0648,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
948,5/31/1995,40.65,-65.95,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
13457,7/7/2018,63.565667,-34.414333,Atlantic Ocean,north atlantic ocean,Other,0.007199,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
2757,1/14/1992,26.28,-79.05,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
21864,10/16/2020,41.577746,-71.289481,Atlantic Ocean,north atlantic ocean,Other,473.05,pieces kg-1 d.w.,200,Very High,Metal spoon,"University of Rhode Island, USA"
13563,9/11/2018,40.21655,-8.93355,Atlantic Ocean,north atlantic ocean,Other,0.165478,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
12203,8/8/2017,42.589167,27.731667,Atlantic Ocean,black sea,Other,1.051344,pieces/m3,1-10,High,Manta net,Bulgarian Academy of Sciences
11648,7/4/2009,31.6068,-164.2543,Pacific Ocean,north pacific ocean,Other,1.159447,pieces/m3,1-10,High,Neuston net,5 Gyres Institute
15372,6/2/2018,17.810561,-101.748865,Pacific Ocean,north pacific ocean,Other,705.218618,pieces/m3,500-30000,Medium,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
2436,12/13/1987,12.43,-65.48,Atlantic Ocean,caribbean sea,caribbean sea,0.00648,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
8479,6/23/2012,25.94,-146.58,Pacific Ocean,north pacific ocean,Other,0.020184,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
20055,10/3/2021,29.6826,-85.3105,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
19542,4/19/2021,29.9056,-89.9169,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
14012,5/23/2014,57.159333,-2.031667,Atlantic Ocean,north sea,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Marine Scotland Science
7119,2/19/2006,13.69,-156.87,Pacific Ocean,north pacific ocean,Other,0.018584,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
7735,4/5/2009,2.19,-135.73,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6160,11/1/2001,17.04,-101.36,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
5310,12/18/2004,17.56,-75.34,Atlantic Ocean,caribbean sea,caribbean sea,0.00864,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
8585,10/24/2012,24.73,-139.58,Pacific Ocean,north pacific ocean,Other,5.910272,pieces/m3,1-10,High,Neuston net,Sea Education Association
6670,2/17/2004,24.28,-143.99,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
20501,12/28/2021,29.2312,-94.8871,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
7225,11/4/2006,9.55,-155.93,Pacific Ocean,north pacific ocean,Other,0.0054,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
3501,12/9/1995,14.03,-61.78,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
17627,12/31/2019,30.3787,-87.8526,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
9544,11/26/2014,25.1665,-17.8353,Atlantic Ocean,north atlantic ocean,Other,0.01,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
9034,11/27/2014,25.2758,-23.0,Atlantic Ocean,north atlantic ocean,Other,0.014,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
4351,5/26/1999,34.49,-65.01,Atlantic Ocean,north atlantic ocean,Other,0.049676,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
22310,10/3/2018,38.48294,-8.94286,Atlantic Ocean,north atlantic ocean,Other,56.666667,pieces kg-1 d.w.,20-150,Medium,Petite Ponar benthic grab,"NOVA University Lisbon, Caparica, Portugal"
10394,5/10/2013,41.999167,16.997833,Atlantic Ocean,mediterranean sea,Other,5.717203,pieces/m3,1-10,High,Neuston net,"Institute of Marine Sciences - National Research Council, Italy"
11779,4/7/2011,-28.33,-105.331,Pacific Ocean,south pacific ocean,galápagos,0.507228,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
9481,11/25/2014,16.3833,-41.8667,Atlantic Ocean,north atlantic ocean,Other,0.006,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
19439,4/22/2021,29.1302,-95.0547,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
17141,11/17/2019,27.8162,-97.0643,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
1821,5/26/2000,23.62,-74.73,Atlantic Ocean,north atlantic ocean,Other,0.038876,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
14882,5/18/2017,57.3045,-10.3825,Atlantic Ocean,north atlantic ocean,Other,333.333333,pieces kg-1 d.w.,200,Very High,Megacorer,"Scottish Marine Institute, Scotland, United Kingdom"
6183,11/29/2001,6.13,-86.51,Pacific Ocean,north pacific ocean,Other,0.004112,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
20822,4/12/2022,29.2551,-94.8464,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
18861,12/10/2020,27.9929,-96.9264,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
18180,4/19/2020,34.9992,-76.9583,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
20478,12/1/2021,32.8019,-79.9318,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
11201,9/12/2014,37.2008,3.5146,Atlantic Ocean,mediterranean sea,Other,0.10993,pieces/m3,0.005-1,Medium,Manta net,Sorbonne Universités
13843,7/29/2021,48.796167,-64.249333,Atlantic Ocean,gulf of st. lawrence,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Manta net,"Oceaneye Association,  Switzerland"
335,3/5/1992,16.37,-76.65,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
17822,2/9/2020,30.2409,-88.1164,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
20925,4/17/2022,29.2378,-94.8776,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
16116,4/8/2019,27.5925,-97.2146,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
2502,6/12/1989,40.52,-67.62,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
13265,1/23/2016,-42.981667,-73.185,Pacific Ocean,south pacific ocean,galápagos,0.53139,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
6736,5/19/2004,40.68,-128.9,Pacific Ocean,north pacific ocean,Other,2.611356,pieces/m3,1-10,High,Neuston net,Sea Education Association
885,12/22/1994,16.98,-73.63,Atlantic Ocean,caribbean sea,caribbean sea,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
15435,6/15/2018,25.297939,-108.533008,Pacific Ocean,gulf of california,caribbean sea,1410.437236,pieces/m3,500-30000,Medium,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
16588,6/28/2019,29.3896,-94.8855,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,200,Very High,Hand picking,University of Texas Marine Science Institute
16205,4/25/2019,27.7887,-97.0879,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
10417,5/18/2013,41.4995,16.916833,Atlantic Ocean,mediterranean sea,Other,0.5886,pieces/m3,0.005-1,Medium,Neuston net,"Institute of Marine Sciences - National Research Council, Italy"
13946,1/8/2014,57.886667,-3.8495,Atlantic Ocean,north sea,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Marine Scotland Science
20567,1/28/2022,19.1048,-96.0989,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
17244,11/21/2019,29.2699,-94.8188,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
17925,2/24/2020,21.3346,-86.7966,Atlantic Ocean,caribbean sea,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
5247,10/18/2004,39.62,-66.49,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
9226,12/6/2014,17.6506,-40.1068,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
19989,9/25/2021,29.5527,-95.0216,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
18758,11/14/2020,34.0129,-118.8204,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
3438,7/9/1995,40.99,-71.54,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
1374,12/15/1997,10.8,-65.25,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7672,12/28/2008,23.15,-144.69,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7417,12/8/2007,14.71,-157.43,Pacific Ocean,north pacific ocean,Other,0.0072,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
7992,10/23/2010,19.8,-143.03,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
15269,4/17/2018,19.430959,-96.321492,Atlantic Ocean,gulf of mexico,caribbean sea,2115.655853,pieces/m3,500-30000,Medium,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
20670,3/10/2022,29.2511,-94.853,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
15652,12/18/2018,27.597,-97.2125,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
10712,3/24/2015,36.656667,-2.698333,Atlantic Ocean,mediterranean sea,Other,0.164,pieces/m3,0.005-1,Medium,Manta net,University of Barcelona
18669,10/13/2020,46.4389,-86.6845,Arctic Ocean,arctic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
7609,11/5/2008,18.46,-157.58,Pacific Ocean,north pacific ocean,Other,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
16308,5/12/2019,27.7494,-97.1183,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
20733,4/1/2022,43.1001,-124.4326,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
3630,7/13/1996,47.58,-56.25,Atlantic Ocean,gulf of st. lawrence,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
11290,10/19/2018,43.183,5.3908,Atlantic Ocean,mediterranean sea,Other,0.030864,pieces/m3,0.005-1,Medium,Manta net,"Hellenic Centre for Marine Research, Greece"
4374,7/17/1999,44.08,-64.26,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
16013,3/22/2019,30.3077,-89.3264,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
16268,5/3/2019,30.3065,-89.3274,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
16691,8/8/2019,29.3892,-94.8823,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
8353,12/12/2011,32.84,-147.81,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2310,6/5/2002,43.75,-64.31,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8608,10/30/2012,19.24,-156.55,Pacific Ocean,north pacific ocean,Other,3.824844,pieces/m3,1-10,High,Neuston net,Sea Education Association
1526,11/5/1998,13.45,-60.51,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
20375,11/17/2021,29.1818,-94.9716,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
17307,12/5/2019,29.2204,-94.9064,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
18077,3/24/2020,27.6335,-97.1932,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
6544,8/18/2003,33.09,-156.27,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
19886,8/3/2021,30.0201,-81.3223,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
3375,2/13/1995,24.9,-76.03,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
19116,2/17/2021,43.2402,-124.3904,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
1566,12/26/1998,19.35,-78.43,Atlantic Ocean,caribbean sea,caribbean sea,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
1271,4/2/1997,30.06,-75.7,Atlantic Ocean,north atlantic ocean,Other,0.0024,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
17052,11/19/2019,30.2304,-88.325,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
18117,4/8/2020,28.9496,-95.2851,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
20630,2/1/2022,27.205,-97.3643,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
12329,11/22/2019,45.780667,-129.3215,Pacific Ocean,north pacific ocean,Other,0.266493,pieces/m3,0.005-1,Medium,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
18566,9/22/2020,29.2806,-94.8015,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
20181,10/31/2021,29.3238,-94.7392,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
5800,5/13/2007,20.68,-65.07,Atlantic Ocean,north atlantic ocean,Other,0.07896,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
12,10/23/1989,34.87,-57.38,Atlantic Ocean,north atlantic ocean,Other,0.035992,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
14138,1/8/2018,58.117833,-5.6995,Atlantic Ocean,inner seas off the west coast of scotland,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Marine Scotland Science
6120,12/1/2008,17.45,-66.12,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7480,5/13/2008,26.21,-144.53,Pacific Ocean,north pacific ocean,Other,0.060476,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
20541,1/17/2022,29.9998,-90.4532,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
13780,7/15/2021,43.024333,10.410667,Atlantic Ocean,mediterranean sea,Other,0.274223,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
1758,3/8/2000,16.2,-83.99,Atlantic Ocean,caribbean sea,caribbean sea,0.028076,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
398,5/5/1992,31.98,-66.37,Atlantic Ocean,north atlantic ocean,Other,0.034556,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
501,11/1/1992,18.83,-59.35,Atlantic Ocean,north atlantic ocean,Other,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
13099,8/5/2012,43.210667,4.571333,Atlantic Ocean,mediterranean sea,Other,0.060246,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
5542,11/2/2005,14.36,-59.76,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7159,5/12/2006,29.98,-140.0,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
19502,5/9/2021,29.2724,-94.8809,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
20862,4/10/2022,29.2377,-94.8843,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
17885,2/25/2020,27.7045,-97.1496,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
13202,7/6/2014,34.602833,-9.525,Atlantic Ocean,north atlantic ocean,Other,0.511379,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
14819,8/19/2019,51.538003,-12.685743,Atlantic Ocean,north atlantic ocean,Other,10.0,pieces kg-1 d.w.,2-20,Low,Remotely operated vehicle,"Atlantic Technological University, Galway, Ireland"
