OBJECTID,Date,Latitude,Longitude,Oceans,Regions,Location,Microplastics Measurement (density),Unit,Density Range,Concentration Class,Sampling Method,Organization
4378,8/6/1999,42.95,-70.47,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
12985,11/22/2020,45.970346,-15.247121,Atlantic Ocean,north atlantic ocean,Other,0.20077,pieces/m3,0.005-1,Medium,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
14116,11/6/2017,55.615,-4.790167,Atlantic Ocean,inner seas off the west coast of scotland,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Marine Scotland Science
2706,10/16/1991,38.43,-64.51,Atlantic Ocean,north atlantic ocean,Other,0.011788,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
1673,10/27/1999,32.35,-60.91,Atlantic Ocean,north atlantic ocean,Other,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
2165,10/23/2001,31.63,-60.97,Atlantic Ocean,north atlantic ocean,Other,0.108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
10870,4/27/2015,39.465,20.177,Atlantic Ocean,mediterranean sea,Other,0.91,pieces/m3,0.005-1,Medium,Manta net,"Hellenic Centre for Marine Research, Greece"
10821,1/2/2021,41.389383,2.203525,Atlantic Ocean,mediterranean sea,Other,2.314667,pieces/m3,1-10,High,Manta net,University of Barcelona
18985,1/21/2021,43.348,-124.322,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
17362,9/15/2019,32.8528,-79.7028,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
20559,1/11/2022,32.8696,-79.9665,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
17854,2/21/2020,32.7507,-79.9029,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
16821,9/19/2019,40.6251,-73.6625,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
5460,8/1/2005,41.38,-71.2,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
3296,8/11/1994,40.98,-68.53,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
4329,5/13/1999,21.65,-64.97,Atlantic Ocean,north atlantic ocean,Other,0.00648,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
3788,2/22/1997,20.45,-70.22,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6001,3/4/2008,22.17,-71.61,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2755,12/29/1991,21.98,-72.6,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
1624,4/14/1999,29.59,-68.7,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
20608,2/5/2022,33.7109,-118.0648,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
2214,1/31/2002,24.56,-83.49,Atlantic Ocean,gulf of mexico,caribbean sea,0.145748,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
4919,1/30/2003,24.01,-81.6,Atlantic Ocean,north atlantic ocean,Other,0.0018,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
591,4/1/1993,25.65,-76.42,Atlantic Ocean,north atlantic ocean,Other,0.01944,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
542,1/3/1993,21.37,-74.57,Atlantic Ocean,north atlantic ocean,Other,0.01512,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
4870,10/30/2002,26.93,-57.68,Atlantic Ocean,north atlantic ocean,Other,0.045356,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
5411,5/14/2005,25.23,-64.74,Atlantic Ocean,north atlantic ocean,Other,0.224624,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
18395,7/29/2020,27.8355,-97.0473,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
15690,1/7/2019,27.1478,-97.3728,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
17903,2/25/2020,27.7053,-97.149,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
20067,10/4/2021,26.988,-97.3781,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
16231,4/27/2019,26.2089,-97.1783,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
1132,3/26/1996,24.18,-83.73,Atlantic Ocean,gulf of mexico,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
18936,1/14/2021,29.5643,-95.0665,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
21149,5/3/2022,29.272,-94.8156,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
16772,9/11/2019,29.2051,-94.9319,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
17313,12/4/2019,29.2177,-94.9106,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
21100,5/2/2022,29.2156,-94.9143,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
15739,1/24/2019,27.9561,-96.962,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
22231,6/5/2017,27.9528,-82.6416,Atlantic Ocean,gulf of mexico,caribbean sea,2.4,pieces/m3,1-10,High,Plankton net,University of South Florida
22182,7/24/2017,27.6081,-82.5712,Atlantic Ocean,gulf of mexico,caribbean sea,1000.0,pieces/m3,10,Very High,Van Dorn sampler,University of South Florida
16280,5/6/2019,27.7208,-82.7422,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
19477,5/2/2021,28.6551,-80.6314,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
20018,9/27/2021,30.3073,-89.3269,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
18444,8/26/2020,30.3057,-89.3283,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,1-2,Low,Hand picking,University of Texas Marine Science Institute
9198,12/5/2014,19.0239,-41.998,Atlantic Ocean,north atlantic ocean,Other,0.003,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
9247,12/8/2014,15.315,-46.6817,Atlantic Ocean,north atlantic ocean,Other,0.003,pieces/m3,0.0005-0.005,Low,Grab sample,Adventure Scientist
7083,12/10/2005,25.69,-141.14,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8165,5/15/2011,27.84,-140.77,Pacific Ocean,north pacific ocean,Other,0.0024,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
12493,7/31/2015,29.006415,-142.973,Pacific Ocean,north pacific ocean,Other,1.652923,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
3837,5/10/1997,26.0,-79.35,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
14608,11/17/2015,3.950536,-17.30187,Atlantic Ocean,north atlantic ocean,Other,0.5,pieces/m3,0.005-1,Medium,Intake seawater pump,"Galway Mayo Institute of Technology, Ireland"
3247,2/28/1994,18.7,-77.33,Atlantic Ocean,caribbean sea,caribbean sea,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
1083,12/30/1995,16.15,-86.02,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8706,12/5/2013,17.4098,-87.9276,Atlantic Ocean,caribbean sea,caribbean sea,0.015,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
5952,12/4/2007,16.58,-72.8,Atlantic Ocean,caribbean sea,caribbean sea,0.023388,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
50,12/15/1989,15.8,-65.3,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
11431,11/3/2015,-26.42608,-105.35976,Pacific Ocean,south pacific ocean,galápagos,0.097395,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
11763,3/31/2011,-31.978,-90.4108,Pacific Ocean,south pacific ocean,galápagos,0.057233,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
6261,2/24/2002,-11.65,-141.91,Pacific Ocean,south pacific ocean,galápagos,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
6190,12/3/2001,1.17,-89.33,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
13423,11/3/2017,5.7515,-27.388833,Atlantic Ocean,north atlantic ocean,Other,0.035306,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
6593,11/16/2003,18.97,-143.47,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
6925,3/31/2005,9.55,-155.93,Pacific Ocean,north pacific ocean,Other,0.0054,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
7518,6/7/2008,14.12,-157.12,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8846,9/13/2014,23.6348,-154.91,Pacific Ocean,north pacific ocean,Other,0.016,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
6522,7/7/2003,26.59,-156.82,Pacific Ocean,north pacific ocean,Other,0.008696,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
7850,9/1/2009,32.76,-150.21,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8514,7/11/2012,16.13,-162.0,Pacific Ocean,north pacific ocean,Other,0.027992,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
11099,7/14/2013,43.5517,7.1513,Atlantic Ocean,mediterranean sea,Other,0.2319,pieces/m3,0.005-1,Medium,Manta net,Sorbonne Universités
13755,6/26/2021,45.421,13.282333,Atlantic Ocean,mediterranean sea,Other,0.338072,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
12427,2/26/2019,55.790333,-147.5105,Pacific Ocean,north pacific ocean,Other,0.016649,pieces/m3,0.005-1,Medium,Neuston net,"The Ocean Cleanup, Rotterdam, The Netherlands"
14419,1/17/2022,57.027167,-1.941667,Atlantic Ocean,north sea,Other,0.013292,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
14348,1/11/2021,58.468,-5.523167,Atlantic Ocean,inner seas off the west coast of scotland,Other,0.134205,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
14087,1/14/2016,54.766333,-5.157167,Atlantic Ocean,inner seas off the west coast of scotland,Other,0.038093,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
3273,7/13/1994,41.63,-63.27,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
10435,6/9/2013,38.857,10.183,Atlantic Ocean,mediterranean sea,Other,0.857605,pieces/m3,0.005-1,Medium,Neuston net,"Institute of Marine Sciences - National Research Council, Italy"
13091,9/11/2011,40.031667,7.565,Atlantic Ocean,mediterranean sea,Other,0.928411,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
10838,12/19/2020,41.373055,2.191604,Atlantic Ocean,mediterranean sea,Other,17.932,pieces/m3,10,Very High,Manta net,University of Barcelona
9842,7/21/2016,42.9522,-9.1906,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Grab sample,Adventure Scientist
10767,12/18/2020,42.377821,3.158952,Atlantic Ocean,mediterranean sea,Other,0.2,pieces/m3,0.005-1,Medium,Manta net,University of Barcelona
17668,1/13/2020,32.754,-79.8534,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
18593,9/26/2020,32.7554,-79.8555,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,200,Very High,Hand picking,University of Texas Marine Science Institute
18000,12/31/2019,32.5692,-80.186,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
3605,5/24/1996,34.08,-69.98,Atlantic Ocean,north atlantic ocean,Other,0.025916,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
5858,8/10/2007,41.04,-71.02,Atlantic Ocean,north atlantic ocean,Other,0.00648,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
2941,9/2/1992,41.07,-70.62,Atlantic Ocean,north atlantic ocean,Other,0.00864,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
10506,8/9/2009,32.0291,-138.5077,Pacific Ocean,north pacific ocean,Other,3.602,pieces/m3,1-10,High,Manta net,Scripps Institution of Oceanography-University of California San Diego
12759,8/8/2015,36.49925,-143.7316,Pacific Ocean,north pacific ocean,Other,6.965577,pieces/m3,1-10,High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
18996,1/23/2021,36.9604,-121.9893,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
18332,7/8/2020,37.6273,-122.4947,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
19257,3/17/2021,41.4252,-82.3657,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
20585,1/28/2022,32.7759,-79.9254,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
1020,11/4/1995,21.75,-59.92,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2609,4/27/1990,22.73,-70.82,Atlantic Ocean,north atlantic ocean,Other,0.058316,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
4269,2/20/1999,25.34,-68.47,Atlantic Ocean,north atlantic ocean,Other,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
2680,5/9/1991,26.3,-70.47,Atlantic Ocean,north atlantic ocean,Other,0.0216,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
15012,7/16/2019,28.152519,-16.43179,Atlantic Ocean,north atlantic ocean,Other,6480.0,pieces/m3,500-30000,Medium,Stainless steel spoon,"Universidad de La Laguna, Spain"
6854,12/24/2004,33.08,-147.02,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
356,3/20/1992,24.21,-84.02,Atlantic Ocean,gulf of mexico,caribbean sea,0.0054,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
2016,3/19/2001,24.33,-82.07,Atlantic Ocean,north atlantic ocean,Other,0.01728,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
2277,5/3/2002,23.96,-82.13,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
3937,10/31/1997,29.4,-59.97,Atlantic Ocean,north atlantic ocean,Other,0.047516,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
5265,10/26/2004,26.84,-57.51,Atlantic Ocean,north atlantic ocean,Other,0.006572,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
1684,11/2/1999,20.72,-59.51,Atlantic Ocean,north atlantic ocean,Other,0.047516,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
19328,3/29/2021,29.2509,-94.8531,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
20253,11/5/2021,29.2378,-94.8777,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
15676,1/4/2019,27.8159,-97.0647,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
16672,7/30/2019,27.5605,-97.2312,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
18261,6/13/2020,27.6217,-97.1989,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
19921,3/25/2021,26.1038,-97.1632,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
16340,5/19/2019,29.3693,-94.752,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
19589,5/28/2021,29.366,-94.813,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
20917,4/16/2022,29.2938,-94.7825,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
21249,5/4/2022,29.2838,-94.796,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
17004,11/10/2019,29.2816,-94.8,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
17336,11/20/2019,29.2821,-94.799,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
8182,6/3/2011,26.05,-141.2,Pacific Ocean,north pacific ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
4933,2/17/2003,25.86,-76.31,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
22245,6/13/2017,27.8493,-82.4314,Atlantic Ocean,gulf of mexico,caribbean sea,6.5,pieces/m3,1-10,High,Plankton net,University of South Florida
16008,3/21/2019,30.3091,-89.3255,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
18664,10/7/2020,29.9401,-89.9947,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,200,Very High,Hand picking,University of Texas Marine Science Institute
18925,1/13/2021,29.1279,-95.0579,Atlantic Ocean,gulf of mexico,caribbean sea,,pieces/10 mins,0,Very Low,Hand picking,University of Texas Marine Science Institute
1352,11/4/1997,15.55,-58.78,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
688,12/14/1993,12.78,-61.72,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
5929,11/2/2007,11.83,-57.87,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
9178,12/4/2014,17.4617,-48.4617,Atlantic Ocean,north atlantic ocean,Other,0.045,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
9510,11/29/2014,18.8333,-23.4833,Atlantic Ocean,north atlantic ocean,Other,0.013,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
7186,7/9/2006,24.03,-138.44,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
5597,4/9/2006,17.88,-76.13,Atlantic Ocean,caribbean sea,caribbean sea,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
2348,2/27/1987,16.35,-79.47,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
15344,5/26/2018,15.663106,-96.518496,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-100,Very Low,PVC cylinder,"Universidad Autónoma de Baja California, Mexico"
1945,12/10/2000,10.69,-65.89,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
24,12/3/1989,16.63,-63.5,Atlantic Ocean,caribbean sea,caribbean sea,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
4601,12/4/2000,15.73,-65.21,Atlantic Ocean,caribbean sea,caribbean sea,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
11408,10/29/2015,-27.10583,-109.21083,Pacific Ocean,south pacific ocean,galápagos,0.05704,pieces/m3,0.005-1,Medium,AVANI net,5 Gyres Institute
11857,2/25/2011,-34.1697,-73.0895,Pacific Ocean,south pacific ocean,galápagos,0.005087,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
11525,12/3/2010,-34.0253,3.4618,Atlantic Ocean,south atlantic ocean,Other,0.211219,pieces/m3,0.005-1,Medium,Neuston net,5 Gyres Institute
9865,12/24/2015,-2.5136,9.7516,Atlantic Ocean,south atlantic ocean,Other,0.007,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
3250,3/3/1994,19.82,-79.93,Atlantic Ocean,caribbean sea,caribbean sea,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
4910,12/21/2002,17.99,-74.39,Atlantic Ocean,caribbean sea,caribbean sea,0.014276,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
7541,6/28/2008,33.26,-156.98,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
8537,10/6/2012,40.58,-157.79,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
11076,2/1/2015,32.059167,34.748333,Atlantic Ocean,mediterranean sea,Other,9.212254,pieces/m3,1-10,High,Manta net,"University of Haifa, Israel"
14064,11/26/2015,55.985667,-2.985667,Atlantic Ocean,north sea,Other,0.004121,pieces/m3,0.0005-0.005,Low,Neuston net,Marine Scotland Science
6238,2/15/2002,-16.1,-149.66,Pacific Ocean,south pacific ocean,galápagos,0.00432,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
7209,10/19/2006,18.46,-157.58,Pacific Ocean,north pacific ocean,Other,0.0108,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
8205,7/10/2011,20.61,-155.0,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
7873,10/27/2009,22.99,-148.78,Pacific Ocean,north pacific ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
12736,7/31/2015,25.57665,-154.25865,Pacific Ocean,north pacific ocean,Other,0.791407,pieces/m3,0.005-1,Medium,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
10412,5/16/2013,40.083333,18.834,Atlantic Ocean,mediterranean sea,Other,0.947603,pieces/m3,0.005-1,Medium,Neuston net,"Institute of Marine Sciences - National Research Council, Italy"
11193,8/27/2014,35.7544,15.6989,Atlantic Ocean,mediterranean sea,Other,0.591474,pieces/m3,0.005-1,Medium,Manta net,Sorbonne Universités
10744,1/24/2021,41.379079,2.194423,Atlantic Ocean,mediterranean sea,Other,1.477333,pieces/m3,1-10,High,Manta net,University of Barcelona
19019,1/29/2021,43.1131,-124.435,Pacific Ocean,north pacific ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
13732,8/6/2020,48.308833,-4.385667,Atlantic Ocean,celtic sea,Other,0.014167,pieces/m3,0.005-1,Medium,Manta net,"Oceaneye Association,  Switzerland"
14396,10/11/2022,56.692167,-6.380167,Atlantic Ocean,inner seas off the west coast of scotland,Other,0.078007,pieces/m3,0.005-1,Medium,Neuston net,Marine Scotland Science
2371,4/25/1987,32.71,-64.76,Atlantic Ocean,north atlantic ocean,Other,0.820736,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
3914,8/21/1997,39.61,-68.76,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
5242,10/18/2004,39.71,-67.97,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2703,10/14/1991,39.57,-66.27,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
2918,7/20/1992,40.53,-62.1,Atlantic Ocean,north atlantic ocean,Other,0.00216,pieces/m3,0.0005-0.005,Low,Neuston net,Sea Education Association
10861,4/23/2015,39.86,19.313,Atlantic Ocean,mediterranean sea,Other,0.43,pieces/m3,0.005-1,Medium,Manta net,"Hellenic Centre for Marine Research, Greece"
19351,4/2/2021,41.3837,-82.5141,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
19683,6/24/2021,38.8651,-90.1392,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
20562,1/13/2022,32.8021,-79.9338,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
17359,9/10/2019,32.7902,-79.9252,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,2-40,Medium,Hand picking,University of Texas Marine Science Institute
18238,5/28/2020,32.7872,-79.9264,Atlantic Ocean,north atlantic ocean,Other,,pieces/10 mins,40-200,High,Hand picking,University of Texas Marine Science Institute
3582,5/11/1996,31.82,-79.12,Atlantic Ocean,north atlantic ocean,Other,0.0,pieces/m3,0-0.0005,Very Low,Neuston net,Sea Education Association
2586,4/14/1990,24.8,-70.47,Atlantic Ocean,north atlantic ocean,Other,0.041036,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
926,5/17/1995,27.38,-70.87,Atlantic Ocean,north atlantic ocean,Other,0.088836,pieces/m3,0.005-1,Medium,Neuston net,Sea Education Association
12404,8/4/2019,31.66,-145.94,Pacific Ocean,north pacific ocean,Other,10.103907,pieces/m3,10,Very High,Manta net,"The Ocean Cleanup, Rotterdam, The Netherlands"
10529,8/12/2009,35.7164,-139.9999,Pacific Ocean,north pacific ocean,Other,8.15,pieces/m3,1-10,High,Manta net,Scripps Institution of Oceanography-University of California San Diego
8869,9/21/2014,31.697,-129.0366,Pacific Ocean,north pacific ocean,Other,0.02,pieces/m3,0.005-1,Medium,Grab sample,Adventure Scientist
