OBJECTID;Date;Latitude;Longitude;Oceans;Regions;Location;Microplastics Measurement (density);Unit;Density Class Range;Concentration Class;Sampling Method;Short Reference;Long Reference;DOI;Organization;Keywords;NCEI Accession Number;NCEI Accession Link
10262;26/07/2012;-165.766;1.457.434;Pacific Ocean;Coral Sea;Great Barrier Reef;0.023068;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10263;26/07/2012;-165.617;1.457.530;Pacific Ocean;Coral Sea;Great Barrier Reef;0.063437;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10264;26/07/2012;-165.429;1.457.642;Pacific Ocean;Coral Sea;Great Barrier Reef;0.046136;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10265;27/07/2012;-150.275;1.453.907;Pacific Ocean;Coral Sea;Great Barrier Reef;0.027107;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10266;27/07/2012;-150.086;1.453.855;Pacific Ocean;Coral Sea;Great Barrier Reef;0.060851;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10267;27/07/2012;-149.883;1.453.802;Pacific Ocean;Coral Sea;Great Barrier Reef;0.159039;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10268;27/07/2012;-136.551;1.440.878;Pacific Ocean;Coral Sea;Great Barrier Reef;0.028222;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10269;27/07/2012;-136.396;1.440.770;Pacific Ocean;Coral Sea;Great Barrier Reef;0.011252;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10270;27/07/2012;-136.245;1.440.655;Pacific Ocean;Coral Sea;Great Barrier Reef;0.021554;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10271;28/07/2012;-120.293;1.432.705;Pacific Ocean;Coral Sea;Great Barrier Reef;0.105342;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10272;28/07/2012;-120.150;1.432.779;Pacific Ocean;Coral Sea;Great Barrier Reef;0.042218;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10273;28/07/2012;-119.911;1.432.855;Pacific Ocean;Coral Sea;Great Barrier Reef;0.077439;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10274;28/07/2012;-107.482;1.423.402;Pacific Ocean;Coral Sea;Great Barrier Reef;0.046320;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10275;28/07/2012;-107.676;1.423.095;Pacific Ocean;Coral Sea;Great Barrier Reef;0.005254;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10276;28/07/2012;-107.793;1.422.928;Pacific Ocean;Coral Sea;Great Barrier Reef;0.016261;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10277;29/07/2012;-122.655;1.416.291;Indian Ocean;Arafura Sea;Great Barrier Reef;0.032900;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10278;29/07/2012;-122.778;1.416.255;Indian Ocean;Arafura Sea;Great Barrier Reef;0.018353;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
10279;29/07/2012;-122.945;1.416.211;Indian Ocean;Arafura Sea;Great Barrier Reef;0.005306;pieces/m3;0.005-1;Medium;Manta net;Reisser et al.2013;Reisser, J., J. Shaw, C. Wilcox, B.D. Hardesty, M. Proietti, M. Thums, et al. 2013. Marine Plastic Pollution in Waters around Australia: Characteristics, Concentrations, and Pathways. PLoS ONE 8(11): e80466. ;https://doi.org/10.1371/journal.pone.0080466;University of Western Australia;RV Southern Surveyor/RV Solander;252260;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0252260
12016;26/07/2012;-165.692;1.457.482;Pacific Ocean;Coral Sea;Great Barrier Reef;0.025709;pieces/m3;0.005-1;Medium;Neuston net;Eriksen et al.2014;Eriksen, M., L.C.M. Lebreton, H.S. Carson, M. Thiel, C.J. Moore, J.C. Borerro, F. Galgani, P.G. Ryan, J. Reisser. 2014. Plastic Pollution in the World’s Oceans: More than 5 Trillion Plastic Pieces Weighing over 250,000 Tons Afloat at Sea. PLoS ONE 9(12): e111913. doi:10.1371/journal.pone.0111913;https://doi.org/10.1371/journal.pone.0111913;5 Gyres Institute;"SV Mir; ORV Alguita; SV Sea Dragon; RV Stad Amsterdam";275968;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:275968
12017;26/07/2012;-165.523;1.457.586;Pacific Ocean;Coral Sea;Great Barrier Reef;0.051704;pieces/m3;0.005-1;Medium;Neuston net;Eriksen et al.2014;Eriksen, M., L.C.M. Lebreton, H.S. Carson, M. Thiel, C.J. Moore, J.C. Borerro, F. Galgani, P.G. Ryan, J. Reisser. 2014. Plastic Pollution in the World’s Oceans: More than 5 Trillion Plastic Pieces Weighing over 250,000 Tons Afloat at Sea. PLoS ONE 9(12): e111913. doi:10.1371/journal.pone.0111913;https://doi.org/10.1371/journal.pone.0111913;5 Gyres Institute;"SV Mir; ORV Alguita; SV Sea Dragon; RV Stad Amsterdam";275968;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:275968
12018;26/07/2012;-165.347;1.457.419;Pacific Ocean;Coral Sea;Great Barrier Reef;0.049020;pieces/m3;0.005-1;Medium;Neuston net;Eriksen et al.2014;Eriksen, M., L.C.M. Lebreton, H.S. Carson, M. Thiel, C.J. Moore, J.C. Borerro, F. Galgani, P.G. Ryan, J. Reisser. 2014. Plastic Pollution in the World’s Oceans: More than 5 Trillion Plastic Pieces Weighing over 250,000 Tons Afloat at Sea. PLoS ONE 9(12): e111913. doi:10.1371/journal.pone.0111913;https://doi.org/10.1371/journal.pone.0111913;5 Gyres Institute;"SV Mir; ORV Alguita; SV Sea Dragon; RV Stad Amsterdam";275968;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:275968
