OBJECTID;Date;Latitude;Longitude;Oceans;Regions;Location;Microplastics Measurement (density);Unit;Density Class Range;Concentration Class;Sampling Method;Short Reference;Long Reference;DOI;Organization;Keywords;NCEI Accession Number;NCEI Accession Link
13033;08/08/2018;220.302;1.137.624;Pacific Ocean;South China Sea;South China Sea;1.104.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13034;08/08/2018;219.358;1.137.912;Pacific Ocean;South China Sea;South China Sea;2.053.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13035;08/08/2018;218.516;1.138.142;Pacific Ocean;South China Sea;South China Sea;1.052.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13036;08/08/2018;217.678;1.138.562;Pacific Ocean;South China Sea;South China Sea;488.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13037;11/08/2018;215.832;1.124.874;Pacific Ocean;South China Sea;South China Sea;693.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13038;11/08/2018;214.888;1.125.312;Pacific Ocean;South China Sea;South China Sea;770.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13039;11/08/2018;213.872;1.125.668;Pacific Ocean;South China Sea;South China Sea;1.027.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13040;11/08/2018;217.894;1.129.684;Pacific Ocean;South China Sea;South China Sea;1.129.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13041;11/08/2018;216.979;1.130.085;Pacific Ocean;South China Sea;South China Sea;1.848.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13042;11/08/2018;215.927;1.130.515;Pacific Ocean;South China Sea;South China Sea;539.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13043;10/08/2018;218.622;1.132.817;Pacific Ocean;South China Sea;South China Sea;770.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13044;10/08/2018;217.621;1.133.250;Pacific Ocean;South China Sea;South China Sea;1.078.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13045;10/08/2018;216.587;1.133.715;Pacific Ocean;South China Sea;South China Sea;565.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13046;07/08/2018;221.359;1.139.360;Pacific Ocean;South China Sea;South China Sea;1.001.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13047;07/08/2018;220.870;1.139.610;Pacific Ocean;South China Sea;South China Sea;488.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13048;07/08/2018;219.617;1.140.214;Pacific Ocean;South China Sea;South China Sea;513.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13049;07/08/2018;221.376;1.140.313;Pacific Ocean;South China Sea;South China Sea;924.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13050;07/08/2018;220.939;1.140.630;Pacific Ocean;South China Sea;South China Sea;1.027.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13051;07/08/2018;219.854;1.141.040;Pacific Ocean;South China Sea;South China Sea;924.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13053;20/08/2018;220.992;1.138.578;Pacific Ocean;South China Sea;South China Sea;1.232.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13054;20/08/2018;219.909;1.138.984;Pacific Ocean;South China Sea;South China Sea;1.489.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13055;21/08/2018;218.549;1.139.551;Pacific Ocean;South China Sea;South China Sea;1.566.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13056;17/08/2018;218.542;1.137.184;Pacific Ocean;South China Sea;South China Sea;1.360.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13057;17/08/2018;218.192;1.131.246;Pacific Ocean;South China Sea;South China Sea;1.078.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13058;17/08/2018;216.951;1.131.895;Pacific Ocean;South China Sea;South China Sea;821.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13059;18/08/2018;215.606;1.132.469;Pacific Ocean;South China Sea;South China Sea;744.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13060;18/08/2018;219.191;1.133.833;Pacific Ocean;South China Sea;South China Sea;1.104.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13061;18/08/2018;218.254;1.134.293;Pacific Ocean;South China Sea;South China Sea;924.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13062;18/08/2018;217.489;1.134.636;Pacific Ocean;South China Sea;South China Sea;488.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13063;18/08/2018;219.929;1.135.471;Pacific Ocean;South China Sea;South China Sea;821.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13064;18/08/2018;219.200;1.136.889;Pacific Ocean;South China Sea;South China Sea;847.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13065;19/08/2018;219.827;1.136.507;Pacific Ocean;South China Sea;South China Sea;2.233.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13066;19/08/2018;220.988;1.136.529;Pacific Ocean;South China Sea;South China Sea;1.668.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13067;19/08/2018;219.108;1.135.875;Pacific Ocean;South China Sea;South China Sea;950.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13068;19/08/2018;218.316;1.136.262;Pacific Ocean;South China Sea;South China Sea;924.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13069;19/08/2018;221.858;1.136.999;Pacific Ocean;South China Sea;South China Sea;1.027.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13070;20/08/2018;220.302;1.137.624;Pacific Ocean;South China Sea;South China Sea;796.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13071;20/08/2018;219.358;1.137.912;Pacific Ocean;South China Sea;South China Sea;847.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13072;20/08/2018;218.516;1.138.142;Pacific Ocean;South China Sea;South China Sea;693.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13073;20/08/2018;215.832;1.124.874;Pacific Ocean;South China Sea;South China Sea;1.309.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13074;20/08/2018;214.888;1.125.312;Pacific Ocean;South China Sea;South China Sea;1.848.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13075;20/08/2018;213.872;1.125.668;Pacific Ocean;South China Sea;South China Sea;821.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
13076;17/08/2018;218.622;1.132.817;Pacific Ocean;South China Sea;South China Sea;462.000.000;pieces/m3;>=10;Very High;Stainless steel bucket;Xu et al.2022;Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ;https://doi.org/10.1016/j.chemosphere.2022.133980;City University of Hong Kong;;276267;https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267
