OBJECTID,Date,Latitude,Longitude,Oceans,Regions,Location,Microplastics Measurement (density),Unit,Density Range,Concentration Class,Sampling Method,Short Reference,Long Reference,DOI,Organization,NCEI Accession Number,NCEI Accession Link,Density Center
13031,09/08/2018,218.316,113.6262,Pacific Ocean,South China Sea,South China Sea,2.079.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13032,08/08/2018,221.858,113.6999,Pacific Ocean,South China Sea,South China Sea,898.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13033,08/08/2018,220.302,113.7624,Pacific Ocean,South China Sea,South China Sea,1.104.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13034,08/08/2018,219.358,113.7912,Pacific Ocean,South China Sea,South China Sea,2.053.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13035,08/08/2018,218.516,113.8142,Pacific Ocean,South China Sea,South China Sea,1.052.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13036,08/08/2018,217.678,113.8562,Pacific Ocean,South China Sea,South China Sea,488.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13037,11/08/2018,215.832,112.4874,Pacific Ocean,South China Sea,South China Sea,693.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13038,11/08/2018,214.888,112.5312,Pacific Ocean,South China Sea,South China Sea,770.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13039,11/08/2018,213.872,112.5668,Pacific Ocean,South China Sea,South China Sea,1.027.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13040,11/08/2018,217.894,112.9684,Pacific Ocean,South China Sea,South China Sea,1.129.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13041,11/08/2018,216.979,113.0085,Pacific Ocean,South China Sea,South China Sea,1.848.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13042,11/08/2018,215.927,113.0515,Pacific Ocean,South China Sea,South China Sea,539.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13043,10/08/2018,218.622,113.2817,Pacific Ocean,South China Sea,South China Sea,770.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13044,10/08/2018,217.621,113.3250,Pacific Ocean,South China Sea,South China Sea,1.078.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13045,10/08/2018,216.587,113.3715,Pacific Ocean,South China Sea,South China Sea,565.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13046,07/08/2018,221.359,113.9360,Pacific Ocean,South China Sea,South China Sea,1.001.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13047,07/08/2018,220.87,113.9610,Pacific Ocean,South China Sea,South China Sea,488.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13048,07/08/2018,219.617,114.0214,Pacific Ocean,South China Sea,South China Sea,513.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13049,07/08/2018,221.376,114.0313,Pacific Ocean,South China Sea,South China Sea,924.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13050,07/08/2018,220.939,114.0630,Pacific Ocean,South China Sea,South China Sea,1.027.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13051,07/08/2018,219.854,114.1040,Pacific Ocean,South China Sea,South China Sea,924.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13053,20/08/2018,220.992,113.8578,Pacific Ocean,South China Sea,South China Sea,1.232.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13054,20/08/2018,219.909,113.8984,Pacific Ocean,South China Sea,South China Sea,1.489.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13055,21/08/2018,218.549,113.9551,Pacific Ocean,South China Sea,South China Sea,1.566.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13056,17/08/2018,218.542,113.7184,Pacific Ocean,South China Sea,South China Sea,1.360.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13057,17/08/2018,218.192,113.1246,Pacific Ocean,South China Sea,South China Sea,1.078.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13058,17/08/2018,216.951,113.1895,Pacific Ocean,South China Sea,South China Sea,821.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13059,18/08/2018,215.606,113.2469,Pacific Ocean,South China Sea,South China Sea,744.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13060,18/08/2018,219.191,113.3833,Pacific Ocean,South China Sea,South China Sea,1.104.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13061,18/08/2018,218.254,113.4293,Pacific Ocean,South China Sea,South China Sea,924.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13062,18/08/2018,217.489,113.4636,Pacific Ocean,South China Sea,South China Sea,488.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13063,18/08/2018,219.929,113.5471,Pacific Ocean,South China Sea,South China Sea,821.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13064,18/08/2018,219.2,113.6889,Pacific Ocean,South China Sea,South China Sea,847.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13065,19/08/2018,219.827,113.6507,Pacific Ocean,South China Sea,South China Sea,2.233.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13066,19/08/2018,220.988,113.6529,Pacific Ocean,South China Sea,South China Sea,1.668.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13067,19/08/2018,219.108,113.5875,Pacific Ocean,South China Sea,South China Sea,950.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13068,19/08/2018,218.316,113.6262,Pacific Ocean,South China Sea,South China Sea,924.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13069,19/08/2018,221.858,113.6999,Pacific Ocean,South China Sea,South China Sea,1.027.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13070,20/08/2018,220.302,113.7624,Pacific Ocean,South China Sea,South China Sea,796.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13071,20/08/2018,219.358,113.7912,Pacific Ocean,South China Sea,South China Sea,847.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13072,20/08/2018,218.516,113.8142,Pacific Ocean,South China Sea,South China Sea,693.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13073,20/08/2018,215.832,112.4874,Pacific Ocean,South China Sea,South China Sea,1.309.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
13074,20/08/2018,214.888,112.5312,Pacific Ocean,South China Sea,South China Sea,1.848.000.000,pieces/m3,10,Very High,Stainless steel bucket,Xu et al.2022,"Xu, S., L. Chen, K. Zhang, Y. Cao, Y. Ma, H. S. Chau, D. Tao, C. Wu, C. Li, P.K.S. Lam. 2022. Microplastic occurrence in the northern South China Sea, A case for Pre and Post cyclone analysis. Chemosphere 296, 133980. https://doi.org/10.1016/j.chemosphere.2022.133980. ",https://doi.org/10.1016/j.chemosphere.2022.133980,City University of Hong Kong,276267,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276267,10.0
